"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Dwell-time loss","run-multi-task-without-debiasing - Dwell-time loss__MIN","run-multi-task-without-debiasing - Dwell-time loss__MAX"
"77239","386193","386193","386193","1.16374933719635","1.16374933719635","1.16374933719635"
"77241","386203","386203","386203","0.40294116735458374","0.40294116735458374","0.40294116735458374"
"77280","386398","386398","386398","0.7523421049118042","0.7523421049118042","0.7523421049118042"
"77311","386553","386553","386553","1.0537282228469849","1.0537282228469849","1.0537282228469849"
"77317","386583","386583","386583","0.3511112332344055","0.3511112332344055","0.3511112332344055"
"77319","386593","386593","386593","0.37246638536453247","0.37246638536453247","0.37246638536453247"
"77369","386843","386843","386843","0.705157458782196","0.705157458782196","0.705157458782196"
"77371","386853","386853","386853","1.8944091796875","1.8944091796875","1.8944091796875"
"77398","386988","386988","386988","0.7806435227394104","0.7806435227394104","0.7806435227394104"
"77418","387088","387088","387088","0.09432631731033325","0.09432631731033325","0.09432631731033325"
"77434","387168","387168","387168","0.3727267384529114","0.3727267384529114","0.3727267384529114"
"77438","387188","387188","387188","0.8907688856124878","0.8907688856124878","0.8907688856124878"
"77441","387203","387203","387203","0.502572238445282","0.502572238445282","0.502572238445282"
"77467","387333","387333","387333","0.4292581081390381","0.4292581081390381","0.4292581081390381"
"77473","387363","387363","387363","0.6473885774612427","0.6473885774612427","0.6473885774612427"
"77477","387383","387383","387383","2.4197096824645996","2.4197096824645996","2.4197096824645996"
"77481","387403","387403","387403","0.8759047389030457","0.8759047389030457","0.8759047389030457"
"77488","387438","387438","387438","0.8120951652526855","0.8120951652526855","0.8120951652526855"
"77502","387508","387508","387508","0.8924242854118347","0.8924242854118347","0.8924242854118347"
"77529","387643","387643","387643","0.6158972978591919","0.6158972978591919","0.6158972978591919"
"77546","387728","387728","387728","0.3897571265697479","0.3897571265697479","0.3897571265697479"
"77551","387753","387753","387753","0.8331339955329895","0.8331339955329895","0.8331339955329895"
"77560","387798","387798","387798","0.339616060256958","0.339616060256958","0.339616060256958"
"77575","387873","387873","387873","0.4574568271636963","0.4574568271636963","0.4574568271636963"
"77580","387898","387898","387898","0.3058302104473114","0.3058302104473114","0.3058302104473114"
"77593","387963","387963","387963","0.35957247018814087","0.35957247018814087","0.35957247018814087"
"77604","388018","388018","388018","0.11695491522550583","0.11695491522550583","0.11695491522550583"
"77611","388053","388053","388053","0.6299397945404053","0.6299397945404053","0.6299397945404053"
"77624","388118","388118","388118","0.9323123693466187","0.9323123693466187","0.9323123693466187"
"77634","388168","388168","388168","0.18060751259326935","0.18060751259326935","0.18060751259326935"
"77640","388198","388198","388198","1.279425024986267","1.279425024986267","1.279425024986267"
"77641","388203","388203","388203","0.13905645906925201","0.13905645906925201","0.13905645906925201"
"77697","388483","388483","388483","0.350446492433548","0.350446492433548","0.350446492433548"
"77716","388578","388578","388578","0.7402223348617554","0.7402223348617554","0.7402223348617554"
"77734","388668","388668","388668","1.1024408340454102","1.1024408340454102","1.1024408340454102"
"77744","388718","388718","388718","1.874574065208435","1.874574065208435","1.874574065208435"
"77753","388763","388763","388763","0.41634637117385864","0.41634637117385864","0.41634637117385864"
"77793","388963","388963","388963","0.5421527624130249","0.5421527624130249","0.5421527624130249"
"77798","388988","388988","388988","0.9327827095985413","0.9327827095985413","0.9327827095985413"
"77803","389013","389013","389013","0.43952545523643494","0.43952545523643494","0.43952545523643494"
"77818","389088","389088","389088","0.4889301061630249","0.4889301061630249","0.4889301061630249"
"77830","389148","389148","389148","0.5914922952651978","0.5914922952651978","0.5914922952651978"
"77835","389173","389173","389173","0.15667659044265747","0.15667659044265747","0.15667659044265747"
"77839","389193","389193","389193","0.8720715045928955","0.8720715045928955","0.8720715045928955"
"77840","389198","389198","389198","1.676600694656372","1.676600694656372","1.676600694656372"
"77844","389218","389218","389218","0.949592113494873","0.949592113494873","0.949592113494873"
"77846","389228","389228","389228","1.0327180624008179","1.0327180624008179","1.0327180624008179"
"77857","389283","389283","389283","0.14979645609855652","0.14979645609855652","0.14979645609855652"
"77858","389288","389288","389288","1.6567376852035522","1.6567376852035522","1.6567376852035522"
"77866","389328","389328","389328","1.1114866733551025","1.1114866733551025","1.1114866733551025"
"77871","389353","389353","389353","0.22602617740631104","0.22602617740631104","0.22602617740631104"
"77873","389363","389363","389363","1.6160836219787598","1.6160836219787598","1.6160836219787598"
"77894","389468","389468","389468","0.7427165508270264","0.7427165508270264","0.7427165508270264"
"77898","389488","389488","389488","0.12585917115211487","0.12585917115211487","0.12585917115211487"
"77900","389498","389498","389498","0.6514947414398193","0.6514947414398193","0.6514947414398193"
"77916","389578","389578","389578","0.7129964232444763","0.7129964232444763","0.7129964232444763"
"77927","389633","389633","389633","0.9683910608291626","0.9683910608291626","0.9683910608291626"
"77935","389673","389673","389673","0.38771966099739075","0.38771966099739075","0.38771966099739075"
"77940","389698","389698","389698","1.1805839538574219","1.1805839538574219","1.1805839538574219"
"77941","389703","389703","389703","0.9178171753883362","0.9178171753883362","0.9178171753883362"
"77947","389733","389733","389733","1.2397587299346924","1.2397587299346924","1.2397587299346924"
"77948","389738","389738","389738","1.1450586318969727","1.1450586318969727","1.1450586318969727"
"77950","389748","389748","389748","0.7505625486373901","0.7505625486373901","0.7505625486373901"
"77952","389758","389758","389758","0.8114039301872253","0.8114039301872253","0.8114039301872253"
"78000","389998","389998","389998","0.1647009551525116","0.1647009551525116","0.1647009551525116"
"78005","390023","390023","390023","0.35675227642059326","0.35675227642059326","0.35675227642059326"
"78019","390093","390093","390093","0.3720736801624298","0.3720736801624298","0.3720736801624298"
"78024","390118","390118","390118","0.5373560190200806","0.5373560190200806","0.5373560190200806"
"78028","390138","390138","390138","0.23535600304603577","0.23535600304603577","0.23535600304603577"
"78046","390228","390228","390228","1.2585679292678833","1.2585679292678833","1.2585679292678833"
"78070","390348","390348","390348","0.8237011432647705","0.8237011432647705","0.8237011432647705"
"78085","390423","390423","390423","0.4630546271800995","0.4630546271800995","0.4630546271800995"
"78126","390628","390628","390628","0.6617627739906311","0.6617627739906311","0.6617627739906311"
"78131","390653","390653","390653","0.6467046141624451","0.6467046141624451","0.6467046141624451"
"78155","390773","390773","390773","0.3356441557407379","0.3356441557407379","0.3356441557407379"
"78182","390908","390908","390908","1.3381671905517578","1.3381671905517578","1.3381671905517578"
"78184","390918","390918","390918","0.2745037078857422","0.2745037078857422","0.2745037078857422"
"78227","391133","391133","391133","0.25258195400238037","0.25258195400238037","0.25258195400238037"
"78228","391138","391138","391138","0.4322866201400757","0.4322866201400757","0.4322866201400757"
"78230","391148","391148","391148","0.9149675369262695","0.9149675369262695","0.9149675369262695"
"78250","391248","391248","391248","0.729092001914978","0.729092001914978","0.729092001914978"
"78286","391428","391428","391428","0.24847958981990814","0.24847958981990814","0.24847958981990814"
"78301","391503","391503","391503","0.742526650428772","0.742526650428772","0.742526650428772"
"78313","391563","391563","391563","1.0273953676223755","1.0273953676223755","1.0273953676223755"
"78338","391688","391688","391688","0.16353125870227814","0.16353125870227814","0.16353125870227814"
"78341","391703","391703","391703","0.8392419815063477","0.8392419815063477","0.8392419815063477"
"78350","391748","391748","391748","0.810538113117218","0.810538113117218","0.810538113117218"
"78358","391788","391788","391788","0.6987873315811157","0.6987873315811157","0.6987873315811157"
"78368","391838","391838","391838","0.4012446701526642","0.4012446701526642","0.4012446701526642"
"78380","391898","391898","391898","0.5424470901489258","0.5424470901489258","0.5424470901489258"
"78389","391943","391943","391943","0.47957611083984375","0.47957611083984375","0.47957611083984375"
"78402","392008","392008","392008","1.141608715057373","1.141608715057373","1.141608715057373"
"78429","392143","392143","392143","0.23145151138305664","0.23145151138305664","0.23145151138305664"
"78439","392193","392193","392193","0.5883455276489258","0.5883455276489258","0.5883455276489258"
"78458","392288","392288","392288","0.3984387516975403","0.3984387516975403","0.3984387516975403"
"78459","392293","392293","392293","0.7047297358512878","0.7047297358512878","0.7047297358512878"
"78492","392458","392458","392458","0.4275401532649994","0.4275401532649994","0.4275401532649994"
"78541","392703","392703","392703","1.0928351879119873","1.0928351879119873","1.0928351879119873"
"78547","392733","392733","392733","0.13870450854301453","0.13870450854301453","0.13870450854301453"
"78553","392763","392763","392763","0.9859961271286011","0.9859961271286011","0.9859961271286011"
"78564","392818","392818","392818","1.2656493186950684","1.2656493186950684","1.2656493186950684"
"78588","392938","392938","392938","0.6981066465377808","0.6981066465377808","0.6981066465377808"
"78598","392988","392988","392988","1.0152037143707275","1.0152037143707275","1.0152037143707275"
"78603","393013","393013","393013","0.5906496047973633","0.5906496047973633","0.5906496047973633"
"78609","393043","393043","393043","0.41587042808532715","0.41587042808532715","0.41587042808532715"
"78618","393088","393088","393088","0.5085214376449585","0.5085214376449585","0.5085214376449585"
"78620","393098","393098","393098","0.35400664806365967","0.35400664806365967","0.35400664806365967"
"78621","393103","393103","393103","0.6917792558670044","0.6917792558670044","0.6917792558670044"
"78626","393128","393128","393128","0.7024852633476257","0.7024852633476257","0.7024852633476257"
"78647","393233","393233","393233","0.5394803285598755","0.5394803285598755","0.5394803285598755"
"78652","393258","393258","393258","0.7447158694267273","0.7447158694267273","0.7447158694267273"
"78666","393328","393328","393328","0.33833059668540955","0.33833059668540955","0.33833059668540955"
"78672","393358","393358","393358","1.1742761135101318","1.1742761135101318","1.1742761135101318"
"78712","393558","393558","393558","1.2063456773757935","1.2063456773757935","1.2063456773757935"
"78714","393568","393568","393568","1.4693922996520996","1.4693922996520996","1.4693922996520996"
"78720","393598","393598","393598","0.5769052505493164","0.5769052505493164","0.5769052505493164"
"78722","393608","393608","393608","0.8596711158752441","0.8596711158752441","0.8596711158752441"
"78727","393633","393633","393633","0.3024737238883972","0.3024737238883972","0.3024737238883972"
